"All Outlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/company/catalyst-history/","47662","","History","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/search-marketing-agency-forrester-wave/","68121","","Forrester Wave","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/advertiser-perceptions-ad-agency-report-names-catalyst-top-search-agency/","57668","","Advertiser Perceptions Report","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/prioritize-search-to-maximize-marketing-roi/","66878","","Marketing ROI Study","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/how-online-search-data-can-improve-offline-retail-results/","67326","","Search & Offline Retail Results","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/","45771","","Case Studies","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-100-paid-search-case-study/","52454","","Fortune 100 Company","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/boosting-business-results-with-bing-ads-case-study/","50208","","Catalyst + Bing Ads","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/baublebar-facebook-dynamic-ads-case-study/","51934","","BaubleBar + Facebook","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/behr-paid-search-pinterest-case-study/","52327","","BEHR","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-seo-paid-search-case-study/","50334","","Fortune 100 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/audi-twitter-strategy/","43909","","Audi","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-amazon-marketing-case-study/","51266","","Fortune 500 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/global-manufacturer-paid-search-case-study/","50980","","Global Appliance Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/head-and-shoulders-paid-and-organic-search-case-study/","50941","","Head & Shoulders","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-case-studies/sams-club/","43167","","Sam’s Club","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/","48880","","Services","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/seo/","43836","","Organic Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/ppc/","44438","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/programmatic/","43616","","Programmatic","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/social-media/","43920","","Social Media","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/social-media-advertising/","44149","","Social Media Advertising","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/amazon-search-marketing/","51757","","Search Marketing on Amazon","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/digital-marketing-services/eshelf/","50862","","Ecommerce Marketing","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/company/digital-marketing-webinars/","75830","","Webinars","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/blog/","68718","","Blog","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/contact/","57983","","Contact","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/contact/digital-marketing-jobs/","44986","","Careers","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-product-updates-new-features-may2017/","67736","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-product-updates-new-features-may2017/","67736","","Google Announces Product Updates & New Features","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-adwords-redesign/","57434","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-adwords-redesign/","57434","","Google AdWords Redesign","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/demographics-for-search-ads/","55665","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/demographics-for-search-ads/","55665","","Google AdWords Demographics for Search Ads","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/sitemap/","43151","","Sitemap","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Privacy Policy","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Learn More","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","66289","","Close","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","http://twitter.com/jpmorgan","0","","@jpmorgan","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","http://twitter.com/#!/search?q=#jpmcc","0","","#jpmcc","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://t.co/Y8ICXKsjbU","","","https://t.co/Y8ICXKsjbU","","","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.facebook.com/CatalystOnline","946291","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.linkedin.com/company/catalyst-online","1461","","","999","Request denied","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.youtube.com/user/CatalystSEM","318650","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://plus.google.com/u/0/111208662327698074391/posts","0","","","302","Found","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.facebook.com/tr?id=105753836437798&ev=PageView&noscript=1","44","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://secure.mari4norm.com/163454.png","0","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/logo.png","5386","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","http://catalystsearch.wpengine.com/wp-content/uploads/google-g-logo.png","178","Google","","301","Moved Permanently","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-leaf.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/twitter-border.png","1725","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/facebook-border.png","1667","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/linkedin-border.png","1610","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/youtube-border.png","1702","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/googleplus-border.png","1852","","","200","OK","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://dc.ads.linkedin.com/collect/?pid=51736&fmt=gif","","","","","","true"
"IMG","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://googleads.g.doubleclick.net/pagead/viewthroughconversion/966672173/?guid=ON&script=0","","","","","","true"
"CSS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/mo8m43pj/2be5x.css","0","","","200","OK","true"
"CSS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/30y0qztv/4ltl3.css","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/cache/wpfc-minified/fdkh9ow/4ltl5.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.googleadservices.com/pagead/conversion_async.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://secure.mari4norm.com/js/163454.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.google.com/recaptcha/api.js?onload=wp_recaptchaLoadCallback&render=explicit","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://a.opmnstr.com/app/js/api.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/mmr/81a71661-1559659514.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.google.com/recaptcha/api.js?render=6Lf7aJUUAAAAAKOb3xgyxaIflGu8yAGk2rVr0ea_&ver=3.0","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/wp-content/mmr/fda648c9-1559659522.min.js","0","","","200","OK","true"
"JS","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.googleadservices.com/pagead/conversion.js","0","","","200","OK","true"
"HTML Canonical","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/","66289","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/","52863","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","58092","","Skip to content","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/company/","44639","","About","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/company/digital-marketing-technology/","45921","","Catalyst FUSION","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/company/management-team/","53919","","Management Team","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/company/catalyst-history/","47662","","History","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/search-marketing-agency-forrester-wave/","68121","","Forrester Wave","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/advertiser-perceptions-ad-agency-report-names-catalyst-top-search-agency/","57668","","Advertiser Perceptions Report","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/prioritize-search-to-maximize-marketing-roi/","66878","","Marketing ROI Study","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/how-online-search-data-can-improve-offline-retail-results/","67326","","Search & Offline Retail Results","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/","45771","","Case Studies","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-100-paid-search-case-study/","52454","","Fortune 100 Company","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/boosting-business-results-with-bing-ads-case-study/","50208","","Catalyst + Bing Ads","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/baublebar-facebook-dynamic-ads-case-study/","51934","","BaubleBar + Facebook","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/behr-paid-search-pinterest-case-study/","52327","","BEHR","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-seo-paid-search-case-study/","50334","","Fortune 100 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/audi-twitter-strategy/","43909","","Audi","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-amazon-marketing-case-study/","51266","","Fortune 500 CPG Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/global-manufacturer-paid-search-case-study/","50980","","Global Appliance Brand","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/head-and-shoulders-paid-and-organic-search-case-study/","50941","","Head & Shoulders","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-case-studies/sams-club/","43167","","Sam’s Club","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/","48880","","Services","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/seo/","43836","","Organic Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/ppc/","44438","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/programmatic/","43616","","Programmatic","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/social-media/","43920","","Social Media","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/social-media-advertising/","44149","","Social Media Advertising","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/amazon-search-marketing/","51757","","Search Marketing on Amazon","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/digital-marketing-services/eshelf/","50862","","Ecommerce Marketing","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/company/digital-marketing-webinars/","75830","","Webinars","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/blog/","68718","","Blog","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/contact/","57983","","Contact","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/contact/digital-marketing-jobs/","44986","","Careers","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/post/","51191","","Posts","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/publication/","51069","","Publications","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/featured/","51816","","Featured Articles","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/news/","51389","","News & Events","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/author/catalyst/","62803","","Catalyst Team","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/author/catalyst/","62803","","Catalyst Team","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-accepted-into-adage-collective/","56187","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-accepted-into-adage-collective/","56187","","Kerry Curran Accepted into AdAge Collective","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/2018-catalyst-year-in-review/","55232","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/2018-catalyst-year-in-review/","55232","","Cheers to 2018: Catalyst's Year in Review","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/think-with-google-advisory-council/","56423","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/think-with-google-advisory-council/","56423","","Kerry Curran Joins The Think with Google Advisory Council","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/news/","51389","","Back to News & Events","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/catalyst-culture/","50821","","Catalyst Culture","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/content/","49795","","Content","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/e-commerce/","50504","","E-Commerce","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/linking/","44298","","Linking","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/mobile/","50739","","Mobile","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/paid-search/","50899","","Paid Search","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/seo/","50637","","SEO","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/social/","50631","","Social","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/category/video/","50946","","Video","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/post-type/news/","51389","","News & Events","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-accepted-into-adage-collective/","56187","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-accepted-into-adage-collective/","56187","","Kerry Curran Accepted into AdAge Collective","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/2018-catalyst-year-in-review/","55232","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/2018-catalyst-year-in-review/","55232","","Cheers to 2018: Catalyst's Year in Review","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/think-with-google-advisory-council/","56423","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/think-with-google-advisory-council/","56423","","Kerry Curran Joins The Think with Google Advisory Council","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/sitemap/","43151","","Sitemap","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Privacy Policy","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/privacy-policy-new/","67578","","Learn More","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","58092","","Close","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.mediapost.com/searchinsidersummit/","61528","","MediaPost’s Search & Performance Insider Summit","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.mediapost.com/searchinsidersummit/","61528","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.mediapost.com/searchinsidersummit/","61528","","here","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","http://twitter.com/jpmorgan","0","","@jpmorgan","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","http://twitter.com/#!/search?q=#jpmcc","0","","#jpmcc","307","HSTS Policy","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://t.co/Y8ICXKsjbU","","","https://t.co/Y8ICXKsjbU","","","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://twitter.com/catalystsem","564632","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.facebook.com/CatalystOnline","946291","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.linkedin.com/company/catalyst-online","1461","","","999","Request denied","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.youtube.com/user/CatalystSEM","318650","","","200","OK","true"
"AHREF","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://plus.google.com/u/0/111208662327698074391/posts","0","","","302","Found","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.facebook.com/tr?id=105753836437798&ev=PageView&noscript=1","44","","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://secure.mari4norm.com/163454.png","0","","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/logo.png","5386","","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/wp-content/uploads/userphoto/71.png","14891","Catalyst Team","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/wp-content/uploads/searchinsidersummit_large_mkoVJE4.png","25753","","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/wp-content/uploads/Kerry_Curran.jpg","33951","Kerry Curran, Managing Partner, Marketing Integration, Catalyst","","200","OK","true"
"IMG","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/","https://www.catalystdigital.com/wp-content/themes/catalyst2015/images/green-circle-footer.png","1093","","","200","OK","true"
